Seconds,Date_Time,CO2ppm,WVppt,RefBP,DegC1,DegC2,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
66,61962.88,-5.06,25.0393,95.5399,5.2251,6.8939,2.5032,24.96,24.94,0,21.59,28.84,4.41,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.99272,6.520124E-07,1.629556E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,61962.88,-5.0248,25.0476,95.5419,5.2359,6.8912,2.5042,24.99,25,0,21.59,28.96,4.77,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00109,5.467367E-07,1.366901E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,61962.88,-4.995,25.0343,95.5417,5.2323,6.889,2.5059,24.94,25,0,21.5,28.96,4.48,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00191,4.647498E-07,1.161963E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,61962.88,-4.98,25.0185,95.5445,5.2327,6.884,2.5052,25.19,25.19,0,21.5,28.96,4.48,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00845,3.917637E-07,9.797403E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,61962.88,-4.9749,25.0157,95.5413,5.2314,6.8863,2.5036,24.97,24.95,0,21.5,28.96,4.44,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.01491,3.463664E-07,8.664323E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,61962.88,-5.0115,25.0303,95.5387,5.2369,6.8847,2.5033,25.07,25.01,0,21.5,28.96,4.48,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.01473,3.108587E-07,7.776048E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,61962.88,-5.0346,25.0244,95.5443,5.2417,6.8785,2.503,25.06,25.07,0,21.5,28.96,4.48,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.99718,2.651792E-07,6.62873E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,61962.88,-5.0666,25.0273,95.5421,5.2346,6.8825,2.5028,24.87,24.87,0,21.5,29.08,4.32,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98075,2.443242E-07,6.103402E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,61962.88,-5.1151,25.0295,95.5424,5.2336,6.8846,2.5045,24.96,24.89,0,21.5,29.08,4.49,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94902,2.238941E-07,5.58594E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,61962.88,-5.144,25.0336,95.5373,5.2442,6.8839,2.5014,25.03,24.97,0,21.5,29.08,4.1,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93856,2.250896E-07,5.613409E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,61962.88,-5.189,25.0299,95.5385,5.2439,6.8854,2.5025,25.01,24.97,0,21.5,29.08,4.46,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93,2.306309E-07,5.749628E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,61962.88,-5.2255,25.0303,95.5402,5.2421,6.8821,2.5019,25.03,25.02,0,21.5,29.08,4.22,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93755,2.185159E-07,5.44925E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,61962.88,-5.2811,25.0298,95.5368,5.2522,6.8842,2.5023,24.85,24.8,0,21.36,29.08,4.41,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9284,2.106738E-07,5.25176E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,61962.88,-5.3542,25.0278,95.5367,5.2501,6.8832,2.5044,25.02,24.91,0,21.36,29.08,4.6,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93112,2.062774E-07,5.142726E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,61962.88,-5.4067,25.0254,95.5432,5.2521,6.8719,2.5036,25.06,24.95,0,21.36,29.08,4.56,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94909,2.104025E-07,5.249351E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,61962.88,-5.4782,25.0341,95.5431,5.2603,6.8735,2.5036,25.06,25.06,0,21.36,29.08,4.44,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.95204,2.031336E-07,5.068596E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,61962.88,-5.5681,25.0261,95.5401,5.2592,6.8699,2.5026,24.95,24.92,0,21.36,29.08,4.84,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93633,2.043877E-07,5.096677E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,61962.88,-5.6335,25.034,95.5391,5.2596,6.873,2.5031,24.87,24.87,0,21.36,29.08,4.68,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.92826,2.065735E-07,5.149518E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,61962.88,-5.7571,25.0289,95.5399,5.2625,6.8766,2.5033,24.99,24.96,0,21.36,29.08,4.57,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93111,2.076149E-07,5.17607E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,61962.88,-5.8416,25.0339,95.541,5.2648,6.8719,2.5037,25.05,24.97,0,21.36,29.08,4.22,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94185,2.071862E-07,5.167608E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,61962.88,-5.943,25.0446,95.5389,5.275,6.8716,2.5028,25.08,24.94,0,21.36,29.08,4.36,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93575,1.895847E-07,4.727438E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,61962.88,-6.0582,25.0588,95.5438,5.274,6.8761,2.5028,24.98,24.9,0,21.36,29.08,4.29,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.92593,1.823463E-07,4.545152E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,61962.88,-6.1333,25.0499,95.5432,5.275,6.8777,2.5029,24.95,24.82,0,21.36,29.08,4.18,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.91805,1.861339E-07,4.638092E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,61962.88,-6.258,25.0387,95.5423,5.2757,6.8706,2.5033,25.01,24.96,0,21.36,29.08,4.42,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.91397,1.868224E-07,4.654489E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,61962.88,-6.3377,25.0336,95.5431,5.2705,6.8638,2.5034,25.04,24.99,0,21.36,29.08,4.42,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.91558,1.811218E-07,4.512754E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,61962.88,-6.4393,25.032,95.5421,5.2777,6.8669,2.5033,24.97,24.92,0,21.36,29.08,4.41,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.90958,1.691475E-07,4.213394E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,61962.88,-6.5085,25.0366,95.5442,5.2777,6.866,2.5024,24.99,24.93,0,21.36,29.08,4.15,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.90578,1.663818E-07,4.14387E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,61962.88,-6.574,25.0433,95.5413,5.2788,6.8663,2.503,24.89,24.83,0,21.36,29.08,4.41,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.90587,1.72308E-07,4.29148E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,61962.88,-6.64,25.0422,95.5437,5.2684,6.8591,2.5044,24.98,24.88,0,21.36,29.08,3.75,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.90048,1.653104E-07,4.116308E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,61962.88,-6.6835,25.0353,95.545,5.2753,6.8578,2.5042,25.03,24.87,0,21.36,29.08,4.52,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.91142,1.534305E-07,3.822171E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,61962.88,-6.7325,25.0344,95.543,5.2821,6.8538,2.5028,25.11,25.01,0,21.36,29.08,3.91,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.90204,1.524587E-07,3.796531E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,61962.88,-6.7715,25.0351,95.5404,5.2763,6.856,2.5028,24.99,24.88,0,21.36,29.08,3.51,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.89759,1.483665E-07,3.693968E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,61962.88,-6.8198,25.0363,95.539,5.2755,6.8604,2.5045,24.94,24.86,0,21.36,29.08,3.42,100.832,0,0,0,0,1.12,1.5,0,0,0,0,0,0,0,0,0,0,24.89597,1.445079E-07,3.597664E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,61962.88,-6.8557,25.0313,95.5411,5.276,6.8571,2.5036,24.98,24.91,0,21.36,29.85,3.92,100.832,0,0,0,0,0.63,0.84,0,0,0,0,0,0,0,0,0,0,24.89897,1.40254E-07,3.49218E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,61962.88,-6.8679,25.0309,95.5415,5.2746,6.8563,2.5024,25.03,24.92,0,21.36,29.85,3.92,100.832,0,0,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,24.89953,1.318297E-07,3.282498E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,61962.88,-6.8878,25.0496,95.5414,5.2775,6.8553,2.5029,25.11,25.01,0,21.36,29.85,4.35,100.832,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,24.902,1.338239E-07,3.332482E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,61962.88,-6.9029,25.0488,95.546,5.2843,6.8485,2.5031,24.92,24.82,0,21.36,29.85,3.91,100.832,0,0,0,0,0.11,0.15,0,0,0,0,0,0,0,0,0,0,24.93403,1.347666E-07,3.360273E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,61962.88,-6.9315,25.0494,95.5489,5.2802,6.8419,2.5036,24.9,24.86,0,21.36,30.27,3.68,100.833,0,0,0,0,0.06,0.08,0,0,0,0,0,0,0,0,0,0,24.9437,1.269927E-07,3.167668E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,61962.88,-6.9504,25.0472,95.5467,5.2846,6.8384,2.5031,24.96,24.93,0,21.36,30.27,4.27,100.833,0,0,0,0,0.04,0.05,0,0,0,0,0,0,0,0,0,0,24.96729,1.27564E-07,3.184927E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,61962.88,-6.9534,25.0423,95.5469,5.2877,6.84,2.5031,25.04,25.02,0,21.36,30.27,4.29,100.833,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,24.99087,1.321702E-07,3.303048E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,61962.88,-6.9613,25.0387,95.5459,5.2909,6.8386,2.5036,25,25,0,21.36,30.27,4.62,100.832,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,24.99015,1.313534E-07,3.282541E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,61962.88,-6.9823,25.0096,95.5451,5.2884,6.8359,2.5031,25.1,25.14,0,21.36,30.27,4.25,100.832,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,24.98977,1.278038E-07,3.193788E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,61962.88,-6.987,25.0027,95.5465,5.2967,6.8416,2.5036,25.12,25.12,0,21.36,30.27,4.25,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00547,1.185255E-07,2.963786E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,61962.88,-6.9934,25.0234,95.5476,5.2952,6.8469,2.5034,24.93,24.85,0,21.36,30.27,4.29,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.03724,1.115041E-07,2.791754E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,61962.88,-7.0076,25.0414,95.5452,5.2983,6.8437,2.503,24.99,24.99,0,21.36,30.27,4.65,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.02024,1.062283E-07,2.657859E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,61962.88,-7.0072,25.0343,95.5434,5.2987,6.843,2.5031,25.02,25.02,0,21.36,30.27,4.27,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00394,1.027589E-07,2.569377E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,61962.88,-7.0241,25.042,95.5447,5.2854,6.835,2.503,24.94,24.88,0,21.36,30.27,4.34,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98234,9.778785E-08,2.442969E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,61962.88,-7.0297,25.0388,95.5396,5.2977,6.8362,2.5036,25.07,25.04,0,21.36,30.65,4.49,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.963,9.038735E-08,2.256339E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,61962.88,-7.0295,25.0323,95.5442,5.2955,6.8263,2.5033,25.07,25.1,0,21.36,30.65,4.6,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94852,9.174681E-08,2.288947E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,61962.88,-7.0366,25.0433,95.5408,5.2896,6.8296,2.5039,24.98,24.94,0,21.36,30.65,4.49,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9462,9.455347E-08,2.35875E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,61962.88,-7.0469,25.0352,95.5382,5.2912,6.8268,2.5048,24.88,24.79,0,21.36,30.65,4.42,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94866,9.180307E-08,2.290364E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,61962.88,-7.0493,25.0397,95.5398,5.29,6.8274,2.5044,25.04,24.98,0,21.36,30.76,4.51,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93166,9.179831E-08,2.288684E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,61962.88,-7.053,25.0362,95.5392,5.2976,6.8301,2.5038,25,24.9,0,20.85,30.76,4.49,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93233,1.07337E-07,2.676162E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,61962.88,-7.0569,25.0344,95.5389,5.2939,6.8294,2.5034,24.99,24.92,0,20.85,30.76,4.63,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93316,1.071625E-07,2.671899E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,61962.88,-7.0673,25.0229,95.5395,5.2956,6.8333,2.5037,25.01,24.96,0,20.85,30.76,4.46,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.90566,8.999443E-08,2.241371E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,61962.88,-7.0782,25.0265,95.5372,5.2964,6.8334,2.5035,24.96,24.88,0,20.85,30.76,4.97,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9024,8.353758E-08,2.080286E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,61962.88,-7.0772,25.0332,95.5393,5.2879,6.8381,2.5035,25,24.93,0,20.85,30.76,4.54,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.91765,8.044195E-08,2.004424E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,61962.88,-7.0788,25.0355,95.5373,5.2876,6.8374,2.5024,25.05,24.98,0,20.85,30.77,4.92,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.92076,7.859707E-08,1.958699E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,61962.88,-7.0843,25.0284,95.5376,5.2873,6.8367,2.5045,25.04,24.93,0,20.85,30.77,4.49,100.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.91064,7.50637E-08,1.869885E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,61962.88,-7.0893,25.033,95.5391,5.2871,6.8342,2.5035,24.94,24.84,0,20.85,30.77,3.8,100.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93291,6.813717E-08,1.698858E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,61962.88,-7.0893,25.0428,95.5373,5.3005,6.8316,2.5033,24.96,24.85,0,20.85,30.77,3.65,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93241,5.910921E-08,1.473735E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,61962.88,-7.0915,25.0315,95.5413,5.2984,6.8269,2.5038,25.02,24.99,0,20.85,30.77,3.6,100.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.93937,5.279207E-08,1.316601E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,61962.88,-7.0935,25.0254,95.5422,5.2991,6.819,2.5021,24.99,24.96,0,20.66,30.77,3.72,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94167,5.847454E-08,1.458452E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,61962.88,-7.1043,25.0538,95.5394,5.2901,6.8228,2.5048,24.99,24.95,0,20.66,30.95,3.72,100.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94713,6.86202E-08,1.711877E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,61962.88,-7.1004,25.0338,95.5406,5.2936,6.8269,2.5043,24.96,25.01,0,20.66,30.95,3.68,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.94195,7.33552E-08,1.829621E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,61962.88,-7.1009,25.0319,95.5406,5.2913,6.8227,2.5039,25.04,25,0,20.66,30.95,4.03,100.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,24.94727,7.56135E-08,1.88635E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,61962.88,-7.1136,25.0321,95.5419,5.2947,6.8167,2.5039,24.94,24.83,0,20.66,30.95,4.67,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,24.93593,8.222389E-08,2.050329E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,61962.88,-7.1204,25.0356,95.5398,5.2951,6.8138,2.5044,25.06,24.95,0,20.66,30.95,4.41,100.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,24.91905,7.1249E-08,1.775458E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,61962.88,-7.1227,25.0388,95.541,5.2964,6.8193,2.5052,25.01,24.87,0,20.66,30.95,4.15,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,24.897,5.449152E-08,1.356675E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,61962.88,-7.1271,25.035,95.5418,5.2909,6.8227,2.5029,25.03,24.95,0,20.66,30.95,4.61,100.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,24.88879,5.21884E-08,1.298906E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,61962.88,-7.1288,25.0269,95.5464,5.2942,6.8184,2.5019,24.98,24.8,0,20.66,30.95,4.97,100.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,24.87012,5.032301E-08,1.251539E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,61962.88,-7.1339,25.0336,95.5475,5.2949,6.8143,2.5027,25.02,24.89,0,20.66,30.95,4.61,100.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,24.85844,4.502773E-08,1.119319E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,61962.88,-7.1274,25.0372,95.5464,5.3015,6.8112,2.5011,24.94,24.82,0,20.66,30.95,4.49,100.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,24.88085,4.227352E-08,1.051801E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,61962.88,-7.1398,25.0323,95.5484,5.3164,6.8138,2.5024,25.06,24.94,0,20.66,30.95,4.06,100.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,24.89642,3.333759E-08,8.299866E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
